CO,PM10,PM25,NO2,NO,NOX,ville,annee,mois,jour,heure,AQI,temperature,vent,pluie,humidite
,7.5,23.0,16.0,47.6,,Boulevard Périphérique Est,2025.0,9.0,9.0,4.0,73.92274678111588,3,4,3,2
,8.3,22.9,13.0,42.9,,Boulevard Périphérique Est,2025.0,9.0,9.0,5.0,73.71244635193133,3,2,3,4
,6.0,23.6,12.3,42.5,,Boulevard Périphérique Est,2025.0,9.0,9.0,6.0,75.18454935622319,4,1,1,4
,7.8,52.1,50.7,129.8,,Boulevard Périphérique Est,2025.0,9.0,9.0,7.0,141.8743718592965,1,3,4,3
,10.3,46.9,59.4,137.9,,Boulevard Périphérique Est,2025.0,9.0,9.0,8.0,129.07035175879398,2,2,1,3
,8.3,36.9,38.8,96.4,,Boulevard Périphérique Est,2025.0,9.0,9.0,9.0,104.44723618090453,1,3,1,3
,5.9,37.4,47.3,110.0,,Boulevard Périphérique Est,2025.0,9.0,9.0,10.0,105.678391959799,3,1,2,3
,7.6,30.4,37.4,87.7,,Boulevard Périphérique Est,2025.0,9.0,9.0,11.0,89.48497854077253,2,1,1,1
,5.0,31.9,37.5,89.4,,Boulevard Périphérique Est,2025.0,9.0,9.0,12.0,92.63948497854076,3,1,3,2
,4.8,27.6,31.1,75.2,,Boulevard Périphérique Est,2025.0,9.0,9.0,13.0,83.59656652360516,3,4,3,3
,8.1,35.9,38.4,94.6,,Boulevard Périphérique Est,2025.0,9.0,9.0,14.0,101.98492462311556,1,4,3,1
,10.1,55.8,71.2,164.9,,Boulevard Périphérique Est,2025.0,9.0,9.0,15.0,151.1548998946259,4,1,4,1
,8.8,37.9,34.5,90.8,,Boulevard Périphérique Est,2025.0,9.0,9.0,16.0,106.90954773869346,3,4,3,3
,5.4,52.6,49.0,127.7,,Boulevard Périphérique Est,2025.0,9.0,9.0,17.0,143.10552763819095,1,4,1,1
,11.2,78.6,73.5,191.3,,Boulevard Périphérique Est,2025.0,9.0,9.0,18.0,162.927291886196,2,4,2,3
,11.6,79.9,62.4,175.6,,Boulevard Périphérique Est,2025.0,9.0,9.0,19.0,163.59852476290834,4,4,3,2
,16.2,80.5,56.7,167.4,,Boulevard Périphérique Est,2025.0,9.0,9.0,20.0,163.90832455216017,3,4,4,4
,9.7,68.5,34.4,121.3,,Boulevard Périphérique Est,2025.0,9.0,9.0,21.0,157.7123287671233,3,4,1,2
,13.1,64.1,40.4,125.4,,Boulevard Périphérique Est,2025.0,9.0,9.0,22.0,155.44046364594308,2,1,1,3
,10.2,58.7,29.3,103.9,,Boulevard Périphérique Est,2025.0,9.0,9.0,23.0,152.6522655426765,1,4,4,4
,8.5,54.3,28.1,97.5,,Boulevard Périphérique Est,2025.0,9.0,10.0,0.0,147.29145728643215,3,4,2,3
,7.9,39.0,15.0,62.0,,Boulevard Périphérique Est,2025.0,9.0,10.0,1.0,109.61809045226131,2,3,4,4
,10.4,38.3,18.8,67.2,,Boulevard Périphérique Est,2025.0,9.0,10.0,2.0,107.89447236180904,3,3,2,3
,8.3,42.1,24.8,80.3,,Boulevard Périphérique Est,2025.0,9.0,10.0,3.0,117.25125628140704,1,4,4,1
,6.5,46.0,21.7,79.3,,Boulevard Périphérique Est,2025.0,9.0,10.0,4.0,126.85427135678393,4,2,1,3
,12.0,61.0,97.4,210.2,,Boulevard Périphérique Est,2025.0,9.0,10.0,5.0,153.83983140147524,1,2,3,1
,9.9,63.5,118.3,244.9,,Boulevard Périphérique Est,2025.0,9.0,10.0,6.0,155.13066385669126,1,4,3,4
,16.3,63.1,134.2,268.9,,Boulevard Périphérique Est,2025.0,9.0,10.0,7.0,154.9241306638567,1,1,2,3
,8.0,52.0,83.9,180.7,,Boulevard Périphérique Est,2025.0,9.0,10.0,8.0,141.6281407035176,2,1,1,2
,8.6,50.3,69.8,157.3,,Boulevard Périphérique Est,2025.0,9.0,10.0,9.0,137.44221105527637,3,3,3,2
,7.8,39.8,47.9,113.3,,Boulevard Périphérique Est,2025.0,9.0,10.0,10.0,111.58793969849243,4,1,4,4
,4.6,33.6,44.8,102.3,,Boulevard Périphérique Est,2025.0,9.0,10.0,11.0,101.24594594594596,2,1,1,3
,4.1,31.5,36.8,87.9,,Boulevard Périphérique Est,2025.0,9.0,10.0,12.0,91.79828326180258,1,1,1,1
,6.1,37.9,45.2,107.1,,Boulevard Périphérique Est,2025.0,9.0,10.0,13.0,106.90954773869346,4,4,3,2
,8.6,31.3,32.2,80.8,,Boulevard Périphérique Est,2025.0,9.0,10.0,14.0,91.37768240343348,1,4,4,1
,7.7,23.6,23.5,59.5,,Boulevard Périphérique Est,2025.0,9.0,10.0,15.0,75.18454935622319,1,2,4,4
,5.8,43.2,39.5,103.7,,Boulevard Périphérique Est,2025.0,9.0,10.0,16.0,119.95979899497488,1,3,3,4
,5.0,26.2,19.1,55.6,,Boulevard Périphérique Est,2025.0,9.0,10.0,17.0,80.65236051502146,4,2,4,4
,6.9,41.4,34.5,94.2,,Boulevard Périphérique Est,2025.0,9.0,10.0,18.0,115.52763819095478,3,1,3,4
,8.8,48.1,51.2,126.4,,Boulevard Périphérique Est,2025.0,9.0,10.0,19.0,132.0251256281407,1,1,2,3
,7.6,40.7,37.7,98.4,,Boulevard Périphérique Est,2025.0,9.0,10.0,20.0,113.80402010050253,3,2,2,1
,7.4,37.3,31.0,84.9,,Boulevard Périphérique Est,2025.0,9.0,10.0,21.0,105.4321608040201,4,2,1,4
,6.8,32.9,28.4,76.4,,Boulevard Périphérique Est,2025.0,9.0,10.0,22.0,94.74248927038629,4,4,3,2
,4.9,24.3,21.5,57.3,,Boulevard Périphérique Est,2025.0,9.0,10.0,23.0,76.65665236051503,1,4,4,2
,2.1,1.5,3.1,6.4,,Boulevard Périphérique Est,2025.0,9.0,11.0,0.0,6.25,3,3,4,1
,3.0,3.3,5.4,11.5,,Boulevard Périphérique Est,2025.0,9.0,11.0,1.0,13.75,3,4,3,4
,1.8,5.1,8.1,17.4,,Boulevard Périphérique Est,2025.0,9.0,11.0,2.0,21.25,1,1,1,1
,7.1,7.4,10.6,23.4,,Boulevard Périphérique Est,2025.0,9.0,11.0,3.0,30.833333333333336,2,1,3,3
,5.6,18.6,21.2,51.1,,Boulevard Périphérique Est,2025.0,9.0,11.0,4.0,64.66952789699572,2,2,4,2
,4.7,28.8,30.0,74.7,,Boulevard Périphérique Est,2025.0,9.0,11.0,5.0,86.12017167381975,4,3,3,3
,5.2,39.0,51.5,117.9,,Boulevard Périphérique Est,2025.0,9.0,11.0,6.0,109.61809045226131,4,4,4,3
,5.1,26.3,26.2,66.4,,Boulevard Périphérique Est,2025.0,9.0,11.0,7.0,80.86266094420601,2,3,4,3
,7.1,25.1,33.6,76.7,,Boulevard Périphérique Est,2025.0,9.0,11.0,8.0,78.33905579399142,2,1,3,2
,5.3,20.9,30.2,67.1,,Boulevard Périphérique Est,2025.0,9.0,11.0,9.0,69.50643776824035,2,1,2,1
,3.1,14.0,17.9,41.4,,Boulevard Périphérique Est,2025.0,9.0,11.0,10.0,54.99570815450644,1,4,4,2
,3.0,20.3,28.2,63.5,,Boulevard Périphérique Est,2025.0,9.0,11.0,11.0,68.24463519313305,1,4,4,2
,2.2,22.6,32.5,72.4,,Boulevard Périphérique Est,2025.0,9.0,11.0,12.0,73.08154506437769,1,4,1,4
,1.8,15.8,18.7,44.6,,Boulevard Périphérique Est,2025.0,9.0,11.0,13.0,58.78111587982833,1,2,4,1
,4.7,20.7,26.1,60.7,,Boulevard Périphérique Est,2025.0,9.0,11.0,14.0,69.08583690987125,1,1,3,3
,3.6,9.7,10.0,24.9,,Boulevard Périphérique Est,2025.0,9.0,11.0,15.0,40.41666666666666,1,2,2,4
,8.2,30.7,32.8,81.0,,Boulevard Périphérique Est,2025.0,9.0,11.0,16.0,90.1158798283262,4,1,4,2
,8.8,34.4,31.7,83.0,,Boulevard Périphérique Est,2025.0,9.0,11.0,17.0,97.8969957081545,3,4,2,2
,7.1,34.8,31.1,82.5,,Boulevard Périphérique Est,2025.0,9.0,11.0,18.0,98.7381974248927,4,1,1,1
,5.5,39.0,33.1,89.7,,Boulevard Périphérique Est,2025.0,9.0,11.0,19.0,109.61809045226131,3,1,3,3
,6.5,27.6,21.1,60.0,,Boulevard Périphérique Est,2025.0,9.0,11.0,20.0,83.59656652360516,4,3,4,2
,4.4,23.3,14.9,46.1,,Boulevard Périphérique Est,2025.0,9.0,11.0,21.0,74.55364806866953,4,1,2,3
,7.1,21.6,17.2,48.0,,Boulevard Périphérique Est,2025.0,9.0,11.0,22.0,70.9785407725322,1,1,4,2
,5.9,20.1,12.2,38.8,,Boulevard Périphérique Est,2025.0,9.0,11.0,23.0,67.82403433476395,1,3,2,4
,3.1,21.8,16.1,46.3,,Boulevard Périphérique Est,2025.0,9.0,12.0,0.0,71.3991416309013,3,4,1,1
,4.5,23.7,16.6,49.0,,Boulevard Périphérique Est,2025.0,9.0,12.0,1.0,75.39484978540773,3,3,2,2
,6.9,21.1,16.9,46.9,,Boulevard Périphérique Est,2025.0,9.0,12.0,2.0,69.92703862660944,1,4,4,2
,9.0,22.4,22.1,56.4,,Boulevard Périphérique Est,2025.0,9.0,12.0,3.0,72.66094420600858,4,4,3,4
,6.0,22.7,21.0,54.8,,Boulevard Périphérique Est,2025.0,9.0,12.0,4.0,73.29184549356223,3,4,2,4
,3.1,29.0,42.7,94.4,,Boulevard Périphérique Est,2025.0,9.0,12.0,5.0,94.03478260869566,2,1,2,3
,5.3,38.4,46.0,108.8,,Boulevard Périphérique Est,2025.0,9.0,12.0,6.0,108.14070351758794,2,3,3,3
,5.8,32.7,57.4,120.7,,Boulevard Périphérique Est,2025.0,9.0,12.0,7.0,104.72702702702703,2,3,4,2
,6.6,22.4,35.3,76.4,,Boulevard Périphérique Est,2025.0,9.0,12.0,8.0,74.8608695652174,3,3,2,4
,7.7,16.4,23.2,51.9,,Boulevard Périphérique Est,2025.0,9.0,12.0,9.0,60.04291845493562,1,3,1,3
,4.8,11.0,20.5,42.5,,Boulevard Périphérique Est,2025.0,9.0,12.0,10.0,45.833333333333336,1,2,4,1
,5.7,17.4,29.9,63.3,,Boulevard Périphérique Est,2025.0,9.0,12.0,11.0,62.14592274678112,1,1,2,2
,6.5,28.2,49.4,104.0,,Boulevard Périphérique Est,2025.0,9.0,12.0,12.0,101.56756756756756,3,2,1,2
,5.0,19.6,26.4,60.0,,Boulevard Périphérique Est,2025.0,9.0,12.0,13.0,66.77253218884121,3,1,1,4
,5.3,16.1,26.0,55.9,,Boulevard Périphérique Est,2025.0,9.0,12.0,14.0,59.412017167381975,2,3,3,2
,4.9,14.3,19.2,44.0,,Boulevard Périphérique Est,2025.0,9.0,12.0,15.0,55.62660944206009,3,2,4,2
,2.9,22.3,31.2,70.3,,Boulevard Périphérique Est,2025.0,9.0,12.0,16.0,72.45064377682404,2,4,1,3
,5.4,38.4,48.6,114.7,,Boulevard Périphérique Est,2025.0,9.0,12.0,17.0,108.14070351758794,2,3,2,1
,5.1,38.9,43.7,104.9,,Boulevard Périphérique Est,2025.0,9.0,12.0,18.0,109.3718592964824,1,3,4,4
,4.3,33.3,31.8,81.9,,Boulevard Périphérique Est,2025.0,9.0,12.0,19.0,95.58369098712448,3,4,3,2
,5.5,32.5,27.7,75.1,,Boulevard Périphérique Est,2025.0,9.0,12.0,20.0,93.90128755364807,1,3,1,2
,8.2,25.3,24.0,62.3,,Boulevard Périphérique Est,2025.0,9.0,12.0,21.0,78.75965665236052,1,1,1,4
,5.6,26.0,19.7,55.9,,Boulevard Périphérique Est,2025.0,9.0,12.0,22.0,80.23175965665237,3,3,1,3
,4.6,22.7,17.3,49.2,,Boulevard Périphérique Est,2025.0,9.0,12.0,23.0,73.29184549356223,3,1,2,3
,4.3,25.5,22.4,59.8,,Boulevard Périphérique Est,2025.0,9.0,13.0,0.0,79.18025751072962,4,1,4,3
,5.5,24.7,22.3,58.8,,Boulevard Périphérique Est,2025.0,9.0,13.0,1.0,77.49785407725322,2,3,2,2
,3.4,24.6,19.9,55.2,,Boulevard Périphérique Est,2025.0,9.0,13.0,2.0,77.28755364806868,4,4,1,3
,4.5,25.2,25.3,63.6,,Boulevard Périphérique Est,2025.0,9.0,13.0,3.0,78.54935622317598,2,1,3,4
,3.6,25.4,23.8,61.9,,Boulevard Périphérique Est,2025.0,9.0,13.0,4.0,78.96995708154506,2,2,2,2
,6.9,31.6,39.0,91.4,,Boulevard Périphérique Est,2025.0,9.0,13.0,5.0,92.00858369098714,2,1,3,4
,6.3,36.3,48.8,111.0,,Boulevard Périphérique Est,2025.0,9.0,13.0,6.0,102.96984924623116,1,4,2,3
,4.2,38.1,58.2,127.3,,Boulevard Périphérique Est,2025.0,9.0,13.0,7.0,107.40201005025126,1,3,3,3
,6.4,27.8,44.3,95.7,,Boulevard Périphérique Est,2025.0,9.0,13.0,8.0,95.41956521739132,3,4,3,1
,5.8,27.1,44.6,95.3,,Boulevard Périphérique Est,2025.0,9.0,13.0,9.0,94.99347826086957,2,4,1,3
,4.7,20.6,28.5,64.3,,Boulevard Périphérique Est,2025.0,9.0,13.0,10.0,68.8755364806867,2,3,1,2
,4.6,22.6,31.7,71.1,,Boulevard Périphérique Est,2025.0,9.0,13.0,11.0,73.08154506437769,2,2,4,4
,5.2,26.8,38.8,86.2,,Boulevard Périphérique Est,2025.0,9.0,13.0,12.0,85.30000000000001,1,2,1,1
,3.4,26.6,41.9,90.8,,Boulevard Périphérique Est,2025.0,9.0,13.0,13.0,90.2,3,1,4,1
,4.8,24.1,33.9,76.0,,Boulevard Périphérique Est,2025.0,9.0,13.0,14.0,76.23605150214593,1,1,1,3
,4.8,24.5,30.2,70.8,,Boulevard Périphérique Est,2025.0,9.0,13.0,15.0,77.07725321888412,4,2,3,3
,3.3,28.8,36.3,84.5,,Boulevard Périphérique Est,2025.0,9.0,13.0,16.0,86.12017167381975,4,3,4,4
,1.7,24.3,24.7,62.1,,Boulevard Périphérique Est,2025.0,9.0,13.0,17.0,76.65665236051503,4,4,1,1
,6.9,32.3,36.6,88.4,,Boulevard Périphérique Est,2025.0,9.0,13.0,18.0,93.48068669527896,3,3,2,1
,6.9,37.1,36.0,92.2,,Boulevard Périphérique Est,2025.0,9.0,13.0,19.0,104.93969849246233,4,4,1,4
,11.1,59.2,102.6,216.5,,Boulevard Périphérique Est,2025.0,9.0,13.0,20.0,152.9104320337197,3,4,1,3
,9.4,46.9,53.7,129.2,,Boulevard Périphérique Est,2025.0,9.0,13.0,21.0,129.07035175879398,1,2,2,1
,8.0,29.5,26.6,70.2,,Boulevard Périphérique Est,2025.0,9.0,13.0,22.0,87.5922746781116,1,2,1,4
,6.5,20.9,15.1,44.1,,Boulevard Périphérique Est,2025.0,9.0,13.0,23.0,69.50643776824035,3,3,4,2
,3.4,14.3,15.3,37.7,,Boulevard Périphérique Est,2025.0,9.0,14.0,0.0,55.62660944206009,1,4,1,1
,1.9,6.2,7.7,17.9,,Boulevard Périphérique Est,2025.0,9.0,14.0,1.0,25.833333333333336,1,3,1,3
,3.6,3.9,5.4,12.2,,Boulevard Périphérique Est,2025.0,9.0,14.0,2.0,16.25,3,1,2,4
,3.2,6.4,8.7,19.7,,Boulevard Périphérique Est,2025.0,9.0,14.0,3.0,26.66666666666667,4,2,2,2
,3.0,21.8,25.2,60.5,,Boulevard Périphérique Est,2025.0,9.0,14.0,4.0,71.3991416309013,3,2,1,2
,3.9,30.3,38.6,89.4,,Boulevard Périphérique Est,2025.0,9.0,14.0,5.0,89.274678111588,2,4,2,3
,4.3,35.1,59.2,125.9,,Boulevard Périphérique Est,2025.0,9.0,14.0,6.0,105.7108108108108,1,2,3,4
,3.6,30.6,45.3,100.1,,Boulevard Périphérique Est,2025.0,9.0,14.0,7.0,89.90557939914163,3,3,2,1
,4.2,29.0,48.7,103.6,,Boulevard Périphérique Est,2025.0,9.0,14.0,8.0,101.4918918918919,1,4,4,3
,7.1,31.6,44.9,100.5,,Boulevard Périphérique Est,2025.0,9.0,14.0,9.0,92.00858369098714,4,4,1,2
,6.9,33.2,41.7,97.0,,Boulevard Périphérique Est,2025.0,9.0,14.0,10.0,96.80434782608695,1,1,2,1
,4.3,38.1,65.0,137.9,,Boulevard Périphérique Est,2025.0,9.0,14.0,11.0,107.98108108108109,3,3,1,2
,6.4,38.5,68.0,142.9,,Boulevard Périphérique Est,2025.0,9.0,14.0,12.0,108.92702702702702,4,4,4,4
,6.7,41.6,76.0,158.2,,Boulevard Périphérique Est,2025.0,9.0,14.0,13.0,116.02010050251256,4,2,3,1
,7.3,40.0,70.2,147.7,,Boulevard Périphérique Est,2025.0,9.0,14.0,14.0,112.08040201005024,4,2,3,3
,8.4,43.5,79.5,165.3,,Boulevard Périphérique Est,2025.0,9.0,14.0,15.0,120.69849246231156,2,4,1,2
,13.3,40.4,73.8,153.5,,Boulevard Périphérique Est,2025.0,9.0,14.0,16.0,113.06532663316582,3,2,2,3
,8.0,40.6,78.8,161.3,,Boulevard Périphérique Est,2025.0,9.0,14.0,17.0,113.55778894472364,3,4,3,2
,11.5,48.2,105.8,210.4,,Boulevard Périphérique Est,2025.0,9.0,14.0,18.0,132.2713567839196,4,4,1,1
,6.6,29.1,49.9,105.4,,Boulevard Périphérique Est,2025.0,9.0,14.0,19.0,101.83243243243244,1,4,1,3
,3.4,20.3,27.4,62.3,,Boulevard Périphérique Est,2025.0,9.0,14.0,20.0,68.24463519313305,4,2,3,3
,3.4,17.5,22.8,52.4,,Boulevard Périphérique Est,2025.0,9.0,14.0,21.0,62.35622317596567,2,2,1,2
,2.7,12.5,12.3,31.4,,Boulevard Périphérique Est,2025.0,9.0,14.0,22.0,51.8412017167382,4,3,3,4
,0.9,11.5,14.0,33.0,,Boulevard Périphérique Est,2025.0,9.0,14.0,23.0,47.91666666666667,3,1,3,4
,-0.3,9.1,11.1,26.2,,Boulevard Périphérique Est,2025.0,9.0,15.0,0.0,,4,2,2,3
,1.1,7.3,8.0,19.7,,Boulevard Périphérique Est,2025.0,9.0,15.0,1.0,30.416666666666668,1,4,1,4
,2.3,6.4,8.6,19.6,,Boulevard Périphérique Est,2025.0,9.0,15.0,2.0,26.66666666666667,3,2,3,3
,0.9,9.6,11.3,26.8,,Boulevard Périphérique Est,2025.0,9.0,15.0,3.0,40.0,1,2,3,1
,1.2,9.7,11.2,27.0,,Boulevard Périphérique Est,2025.0,9.0,15.0,4.0,40.41666666666666,4,4,2,4
,4.2,12.8,17.7,39.8,,Boulevard Périphérique Est,2025.0,9.0,15.0,5.0,52.472103004291846,3,3,3,3
,5.4,21.9,27.7,64.2,,Boulevard Périphérique Est,2025.0,9.0,15.0,6.0,71.60944206008584,2,4,2,3
,7.3,19.0,20.1,49.9,,Boulevard Périphérique Est,2025.0,9.0,15.0,7.0,65.5107296137339,3,3,3,1
,7.8,17.0,22.5,51.3,,Boulevard Périphérique Est,2025.0,9.0,15.0,8.0,61.30472103004292,1,2,1,2
,9.0,8.9,12.9,28.7,,Boulevard Périphérique Est,2025.0,9.0,15.0,9.0,37.083333333333336,3,4,1,1
,5.4,9.5,13.0,29.4,,Boulevard Périphérique Est,2025.0,9.0,15.0,10.0,39.583333333333336,2,2,1,2
,6.2,8.4,12.5,27.5,,Boulevard Périphérique Est,2025.0,9.0,15.0,11.0,35.00000000000001,2,4,2,3
,5.7,7.3,9.3,21.5,,Boulevard Périphérique Est,2025.0,9.0,15.0,12.0,30.416666666666668,2,2,1,1
,4.3,11.0,13.6,31.9,,Boulevard Périphérique Est,2025.0,9.0,15.0,13.0,45.833333333333336,2,2,2,2
,3.2,6.2,6.9,16.7,,Boulevard Périphérique Est,2025.0,9.0,15.0,14.0,25.833333333333336,1,2,4,1
,3.1,10.2,14.4,32.3,,Boulevard Périphérique Est,2025.0,9.0,15.0,15.0,42.5,3,4,2,4
,4.3,9.8,11.3,27.2,,Boulevard Périphérique Est,2025.0,9.0,15.0,16.0,40.833333333333336,4,3,4,4
,4.9,8.8,8.7,22.2,,Boulevard Périphérique Est,2025.0,9.0,15.0,17.0,36.66666666666667,2,2,2,3
,3.1,5.7,3.3,10.8,,Boulevard Périphérique Est,2025.0,9.0,15.0,18.0,23.750000000000004,4,4,3,2
,3.3,7.9,3.7,13.7,,Boulevard Périphérique Est,2025.0,9.0,15.0,19.0,32.91666666666667,4,4,2,1
,4.0,7.1,3.4,12.4,,Boulevard Périphérique Est,2025.0,9.0,15.0,20.0,29.583333333333336,3,2,3,2
,6.2,5.8,4.0,11.9,,Boulevard Périphérique Est,2025.0,9.0,15.0,21.0,24.166666666666668,4,2,2,3
,8.1,4.5,3.6,10.1,,Boulevard Périphérique Est,2025.0,9.0,15.0,22.0,18.75,4,3,2,1
,6.0,5.1,4.5,12.0,,Boulevard Périphérique Est,2025.0,9.0,15.0,23.0,21.25,1,2,4,4
,4.4,5.8,4.5,12.6,,Boulevard Périphérique Est,2025.0,9.0,16.0,0.0,24.166666666666668,4,3,4,2
,4.0,4.5,4.6,11.5,,Boulevard Périphérique Est,2025.0,9.0,16.0,1.0,18.75,3,1,3,2
,7.1,6.6,7.3,17.8,,Boulevard Périphérique Est,2025.0,9.0,16.0,2.0,27.5,4,4,3,2
,7.1,12.2,10.0,27.4,,Boulevard Périphérique Est,2025.0,9.0,16.0,3.0,51.21030042918455,3,3,1,3
,6.1,17.8,17.2,44.2,,Boulevard Périphérique Est,2025.0,9.0,16.0,4.0,62.98712446351932,2,2,1,2
,5.4,24.8,22.5,59.2,,Boulevard Périphérique Est,2025.0,9.0,16.0,5.0,77.70815450643778,4,3,4,4
,5.4,33.6,44.4,101.7,,Boulevard Périphérique Est,2025.0,9.0,16.0,6.0,101.13243243243244,4,2,3,1
,4.9,31.9,39.4,92.3,,Boulevard Périphérique Est,2025.0,9.0,16.0,7.0,92.63948497854076,4,3,1,1
,8.6,27.7,45.9,98.0,,Boulevard Périphérique Est,2025.0,9.0,16.0,8.0,97.86956521739133,2,4,3,3
,7.1,18.7,29.5,63.9,,Boulevard Périphérique Est,2025.0,9.0,16.0,9.0,64.87982832618026,1,3,4,3
,3.3,13.0,20.0,43.6,,Boulevard Périphérique Est,2025.0,9.0,16.0,10.0,52.892703862660944,4,1,3,4
,3.1,11.4,17.3,37.9,,Boulevard Périphérique Est,2025.0,9.0,16.0,11.0,47.50000000000001,3,4,4,2
,3.6,7.8,10.5,23.8,,Boulevard Périphérique Est,2025.0,9.0,16.0,12.0,32.5,1,3,1,4
,3.7,10.4,15.3,33.7,,Boulevard Périphérique Est,2025.0,9.0,16.0,13.0,43.333333333333336,1,1,3,3
,3.1,8.6,12.5,27.6,,Boulevard Périphérique Est,2025.0,9.0,16.0,14.0,35.833333333333336,1,1,3,2
,3.1,11.8,17.1,37.5,,Boulevard Périphérique Est,2025.0,9.0,16.0,15.0,49.16666666666667,4,3,1,2
,3.9,8.0,6.4,17.8,,Boulevard Périphérique Est,2025.0,9.0,16.0,16.0,33.333333333333336,2,4,2,3
,4.2,12.6,9.5,27.1,,Boulevard Périphérique Est,2025.0,9.0,16.0,17.0,52.05150214592275,2,3,2,2
,3.6,14.8,12.7,34.2,,Boulevard Périphérique Est,2025.0,9.0,16.0,18.0,56.67811158798283,4,4,4,4
,5.2,14.9,8.5,27.9,,Boulevard Périphérique Est,2025.0,9.0,16.0,19.0,56.88841201716738,3,4,3,4
,3.7,16.9,11.7,34.7,,Boulevard Périphérique Est,2025.0,9.0,16.0,20.0,61.09442060085837,3,3,1,2
,2.1,14.7,6.7,25.0,,Boulevard Périphérique Est,2025.0,9.0,16.0,21.0,56.46781115879829,3,1,4,2
,4.5,12.6,5.2,20.6,,Boulevard Périphérique Est,2025.0,9.0,16.0,22.0,52.05150214592275,4,4,1,2
,6.1,12.5,8.2,25.0,,Boulevard Périphérique Est,2025.0,9.0,16.0,23.0,51.8412017167382,2,2,2,1
,5.6,16.7,10.6,32.8,,Boulevard Périphérique Est,2025.0,9.0,17.0,0.0,60.67381974248927,4,2,3,3
,6.2,30.6,22.7,65.5,,Boulevard Périphérique Est,2025.0,9.0,17.0,1.0,89.90557939914163,2,1,4,4
,5.1,27.7,21.3,60.2,,Boulevard Périphérique Est,2025.0,9.0,17.0,2.0,83.8068669527897,1,1,2,4
,4.6,39.0,38.5,98.3,,Boulevard Périphérique Est,2025.0,9.0,17.0,3.0,109.61809045226131,4,3,2,1
,7.5,48.9,75.8,165.0,,Boulevard Périphérique Est,2025.0,9.0,17.0,4.0,133.99497487437185,2,4,3,2
,7.0,51.8,94.8,197.5,,Boulevard Périphérique Est,2025.0,9.0,17.0,5.0,141.1356783919598,1,3,3,3
,8.9,61.6,174.9,329.8,,Boulevard Périphérique Est,2025.0,9.0,17.0,6.0,154.1496311907271,1,2,3,3
,10.3,61.3,156.5,301.1,,Boulevard Périphérique Est,2025.0,9.0,17.0,7.0,153.99473129610115,4,2,3,4
,13.2,60.0,174.8,328.5,,Boulevard Périphérique Est,2025.0,9.0,17.0,8.0,153.32349841938884,2,4,4,3
,7.2,26.7,28.0,69.6,,Boulevard Périphérique Est,2025.0,9.0,17.0,9.0,81.70386266094421,1,4,3,2
,,,,,,Boulevard Périphérique Est,2025.0,9.0,17.0,10.0,,4,2,4,3
,,,,,,Boulevard Périphérique Est,2025.0,9.0,17.0,11.0,,1,3,3,3
,,,,,,Boulevard Périphérique Est,2025.0,9.0,17.0,12.0,,3,4,4,1
,5.9,23.6,23.2,59.3,,Boulevard Périphérique Est,2025.0,9.0,17.0,13.0,75.18454935622319,4,3,4,3
,3.0,30.9,34.5,83.9,,Boulevard Périphérique Est,2025.0,9.0,17.0,14.0,90.53648068669528,1,4,3,4
,2.1,26.1,30.1,72.3,,Boulevard Périphérique Est,2025.0,9.0,17.0,15.0,80.44206008583691,4,1,1,4
,2.5,28.3,31.1,76.0,,Boulevard Périphérique Est,2025.0,9.0,17.0,16.0,85.06866952789701,4,3,4,4
,1.9,17.1,12.9,36.9,,Boulevard Périphérique Est,2025.0,9.0,17.0,17.0,61.51502145922747,2,2,4,1
,3.0,22.4,13.2,42.6,,Boulevard Périphérique Est,2025.0,9.0,17.0,18.0,72.66094420600858,2,1,1,4
,4.9,38.1,24.4,75.5,,Boulevard Périphérique Est,2025.0,9.0,17.0,19.0,107.40201005025126,1,3,4,2
,4.4,21.9,7.6,33.5,,Boulevard Périphérique Est,2025.0,9.0,17.0,20.0,71.60944206008584,4,4,2,3
,3.0,17.7,4.1,23.9,,Boulevard Périphérique Est,2025.0,9.0,17.0,21.0,62.776824034334766,4,2,2,4
,8.1,40.7,12.1,59.1,,Boulevard Périphérique Est,2025.0,9.0,17.0,22.0,113.80402010050253,3,4,1,2
,15.4,54.5,25.1,92.9,,Boulevard Périphérique Est,2025.0,9.0,17.0,23.0,147.78391959798995,4,3,1,2
,8.7,46.4,20.3,77.6,,Boulevard Périphérique Est,2025.0,9.0,18.0,0.0,127.8391959798995,2,1,3,4
,6.7,44.7,22.1,78.7,,Boulevard Périphérique Est,2025.0,9.0,18.0,1.0,123.6532663316583,4,3,4,3
,8.0,43.6,34.0,95.7,,Boulevard Périphérique Est,2025.0,9.0,18.0,2.0,120.94472361809044,2,2,2,2
,7.9,40.3,37.7,98.1,,Boulevard Périphérique Est,2025.0,9.0,18.0,3.0,112.81909547738692,3,1,1,2
,8.6,42.9,52.5,123.5,,Boulevard Périphérique Est,2025.0,9.0,18.0,4.0,119.2211055276382,1,2,3,3
,15.4,56.3,131.8,258.2,,Boulevard Périphérique Est,2025.0,9.0,18.0,5.0,151.4130663856691,2,4,1,3
,12.0,50.4,137.6,261.4,,Boulevard Périphérique Est,2025.0,9.0,18.0,6.0,137.68844221105527,1,1,2,3
